settlementDate,settlementPeriod,bmUnit,acceptanceNumber,bidPrice,offerPrice
2022-01-01,25,T_BLLA-2,34201,-77.55,0.0
2022-01-01,25,E_DBFRM-1,14811,135.0,238.0
2022-01-01,25,E_BABAW-1,41502,-71.5,71.5
2022-01-01,25,T_SANQW-1,24006,-72.0,99999.0
2022-01-01,25,T_GRIFW-2,54295,-70.97,-10.0
2022-01-01,25,T_GRIFW-1,54378,-70.97,-10.0
2022-01-01,25,T_BHLAW-1,33986,-71.42,-10.0
2022-01-01,25,E_BRYBW-1,38223,-72.0,72.0
2022-01-01,25,E_ABRTW-1,25749,-62.5,60.0
2022-01-01,25,T_WBURB-1,109751,0.0,175.0
2022-01-01,25,T_CDCL-1,126306,26.0,145.0
2022-01-01,25,E_ASHWW-1,25487,-71.0,71.0
2022-01-01,25,E_ALCOA-1,16974,140.0,238.0
2022-01-01,25,2__MCNDL001,11255,270.0,270.0
2022-01-01,25,T_PEMB-51,82073,35.0,165.0
2022-01-01,25,T_GORDW-1,51224,-74.01,-10.0
2022-01-01,25,T_FFES-1,96539,-60.0,147.0
2022-01-01,25,T_DINO-4,115088,-55.0,160.0
2022-01-01,25,T_DIDCB6,159063,38.0,175.0
2022-01-01,25,T_DIDCB6,159063,38.0,175.0
2022-01-01,25,T_GLWSW-1,29033,-71.0,83.0
2022-01-01,25,T_CRUA-1,181535,-60.0,150.0
2022-01-01,25,2__MSTAT002,5213,149.6,238.0
2022-01-01,25,2__JSTAT001,2917,149.3,238.0
2022-01-01,25,T_DINO-2,120703,-58.0,140.0
2022-01-01,25,2__GSTAT003,3520,146.0,238.0
2022-01-01,25,2__GSTAT002,10510,146.0,238.0
2022-01-01,25,2__GSTAT001,10289,146.0,238.0
2022-01-01,25,2__ESTAT001,13076,147.2,238.0
2022-01-01,25,T_DINO-4,115086,-55.0,160.0
2022-01-01,25,T_DINO-4,115087,-55.0,160.0
2022-01-01,25,2__DSTAT004,16,150.6,238.0
2022-01-01,25,2__DSTAT003,23,145.5,238.0
2022-01-01,25,2__DSTAT002,595,165.8,238.0
2022-01-01,25,2__DSTAT001,14042,150.3,238.0
2022-01-01,25,T_MOWEO-2,2581,-63.72,0.0
2022-01-01,25,T_FFES-1,96538,-60.0,147.0
2022-01-01,25,E_CLAC-1,66803,1.0,185.0
2022-01-01,25,2__LSTAT001,16609,159.0,237.9
2022-01-01,25,2__KANGE001,14144,50.0,237.9
2022-01-01,25,2__HANGE005,4591,50.0,237.9
2022-01-01,25,2__GANGE004,11184,50.0,237.9
2022-01-01,25,2__GANGE002,16548,50.0,237.9
2022-01-01,25,T_GORDW-2,2677,-8.52,-5.0
2022-01-01,25,T_CLDSW-1,49908,-76.62,-10.0
2022-01-01,25,2__ASTAT003,1510,115.9,237.9
2022-01-01,25,T_KEAD-1,129501,150.0,165.0
2022-01-01,25,T_DINO-2,120702,-58.0,140.0
2022-01-01,25,T_CLDNW-1,49348,-74.58,-10.0
2022-01-01,25,T_CLDCW-1,48246,-74.69,-10.0
2022-01-01,25,T_KEAD-1,129500,150.0,165.0
2022-01-01,25,T_DRAXX-1,162065,86.0,174.5
2022-01-01,25,T_FARR-2,52732,-72.0,50.0
2022-01-01,25,T_FARR-1,53153,-72.0,50.0
2022-01-01,25,E_DALSW-1,43380,-82.93,83.0
2022-01-01,25,T_DIDCB6,159061,38.0,175.0
2022-01-01,25,T_DIDCB6,159061,38.0,175.0
2022-01-01,25,T_DIDCB6,159062,38.0,175.0
2022-01-01,25,T_DIDCB6,159062,38.0,175.0
2022-01-01,25,T_PEMB-51,82072,35.0,165.0
2022-01-01,25,T_LCLTW-1,34916,-74.0,9999.0
2022-01-01,25,T_DIDCB6,159060,38.0,175.0
2022-01-01,25,T_STLGW-3,23316,-81.52,-10.0
2022-01-01,25,T_CRUA-1,181534,-60.0,150.0
2022-01-01,25,T_STLGW-2,23559,-81.52,-10.0
2022-01-01,25,T_STLGW-1,23236,-81.52,-10.0
2022-01-01,25,T_KLGLW-1,32403,-77.55,0.0
2022-01-01,25,E_BRDUW-1,44060,-71.36,999.0
2022-01-01,25,T_KEAD-1,129499,150.0,165.0
2022-01-01,25,T_MIDMW-1,22670,-20.0,-16.0
2022-01-01,25,T_KPMRW-1,20125,-20.0,-16.0
2022-01-01,25,T_FINL-1,58151,1.0,185.0
2022-01-01,25,T_FASN-2,61700,-17.13,30.0
2022-01-01,25,T_FASN-1,58396,-17.13,30.0
2022-01-01,25,T_DRSLW-1,34407,-77.55,0.0
2022-01-01,25,E_FASN-3,58426,0.0,50.0
2022-01-01,25,2__PMARB001,21878,-58.95,449.95
2022-01-01,25,T_ROCK-1,186859,110.0,175.0
2022-01-01,25,T_EDINW-1,56587,-95.0,15.0
2022-01-01,25,T_DRAXX-1,162064,86.0,174.5
2022-01-01,25,T_WBURB-1,109750,0.0,175.0
2022-01-01,25,T_KEAD-1,129498,150.0,165.0
2022-01-01,25,T_CDCL-1,126305,26.0,145.0
2022-01-01,25,T_AKGLW-3,139,-48.76,99999.0
2022-01-01,25,T_WISTW-2,24117,-80.0,9999.0
2022-01-01,25,T_DUNGW-1,36287,-80.17,-10.0
2022-01-01,25,T_KEAD-1,129497,150.0,165.0
2022-01-01,25,T_KEAD-1,129496,150.0,165.0
2022-01-01,25,T_WBURB-1,109749,0.0,175.0
2022-01-01,25,T_ROCK-1,186858,110.0,175.0
2022-01-01,25,T_EWHLW-1,30614,-77.55,0.0
2022-01-01,25,T_EECL-1,133671,32.0,149.0
2022-01-01,25,T_DIDCB6,159059,38.0,175.0
2022-01-01,25,T_CRDEW-2,2544,-50.0,9999.0
2022-01-01,25,T_CRDEW-1,2550,-50.0,9999.0
2022-01-01,25,T_CDCL-1,126304,26.0,145.0
2022-01-01,25,E_MOYEW-1,30873,-78.0,9999.0
2022-01-01,25,T_WHILW-2,50000,-87.02,0.0
2022-01-01,25,T_WBURB-1,109748,0.0,175.0
2022-01-01,25,T_ROCK-1,186857,110.0,175.0
2022-01-01,25,T_PEMB-51,82071,35.0,165.0
2022-01-01,25,T_HADHW-1,53322,-73.43,-10.0
2022-01-01,25,T_FALGW-1,50084,-74.44,999.0
2022-01-01,25,T_DIDCB6,159058,38.0,175.0
2022-01-01,25,T_CDCL-1,126303,26.0,145.0
2022-01-01,25,T_BLLA-2,34200,-77.55,0.0
2022-01-01,25,E_BABAW-1,41501,-71.5,71.5
2022-01-01,25,T_STRNW-1,43263,-66.74,-10.0
2022-01-01,25,T_SANQW-1,24005,-72.0,99999.0
2022-01-01,25,T_GRIFW-2,54294,-70.97,-10.0
2022-01-01,25,T_GRIFW-1,54377,-70.97,-10.0
2022-01-01,25,T_EECL-1,133670,32.0,149.0
2022-01-01,25,T_BHLAW-1,33985,-71.42,-10.0
2022-01-01,25,E_BRYBW-1,38222,-72.0,72.0
2022-01-01,25,E_ASLVW-1,27763,-62.5,60.0
2022-01-01,25,E_ABRTW-1,25748,-62.5,60.0
2022-01-01,25,E_ASHWW-1,25486,-71.0,71.0
2022-01-01,25,T_GORDW-1,51223,-74.01,-10.0
2022-01-01,25,T_GLWSW-1,29032,-71.0,83.0
2022-01-01,25,T_CLDSW-1,49907,-76.62,-10.0
2022-01-01,25,T_AKGLW-2,26141,-71.0,99999.0
2022-01-01,25,T_FASN-2,61699,-17.13,30.0
2022-01-01,25,T_FASN-1,58395,-17.13,30.0
2022-01-01,25,T_CLDNW-1,49347,-74.58,-10.0
2022-01-01,25,T_CLDCW-1,48245,-74.69,-10.0
2022-01-01,25,E_FASN-3,58425,0.0,50.0
2022-01-01,25,2__PMARB001,21877,-58.95,449.95
2022-01-01,25,T_WBURB-1,109747,0.0,175.0
2022-01-01,25,T_CGTHW-1,32410,-70.0,9999.0
2022-01-01,25,E_DALSW-1,43379,-82.93,83.0
2022-01-01,25,T_LCLTW-1,34915,-74.0,9999.0
2022-01-01,25,T_STLGW-3,23315,-81.52,-10.0
2022-01-01,25,T_STLGW-2,23558,-81.52,-10.0
2022-01-01,25,T_STLGW-1,23235,-81.52,-10.0
2022-01-01,25,T_MOWEO-2,2580,-63.72,0.0
2022-01-01,25,T_KLGLW-1,32402,-77.55,0.0
2022-01-01,25,T_AKGLW-3,138,-48.76,99999.0
2022-01-01,25,T_WBURB-1,109746,0.0,175.0
2022-01-01,25,T_FARR-2,52731,-72.0,50.0
2022-01-01,25,T_FARR-1,53152,-72.0,50.0
2022-01-01,25,T_CDCL-1,126301,26.0,145.0
2022-01-01,25,T_ROCK-1,186855,110.0,175.0
2022-01-01,25,T_GORDW-2,2676,-8.52,-5.0
2022-01-01,25,T_DUNGW-1,36286,-80.17,-10.0
2022-01-01,25,2__PMARB001,21876,-58.95,449.95
2022-01-01,25,T_FINL-1,58150,1.0,185.0
2022-01-01,25,E_FASN-3,58424,0.0,50.0
2022-01-01,25,T_PEMB-51,82066,35.0,165.0
2022-01-01,25,T_EECL-1,133667,32.0,149.0
2022-01-01,25,T_DIDCB6,159054,38.0,175.0
2022-01-01,26,T_DINO-2,120716,-58.0,140.0
2022-01-01,26,T_DINO-2,120715,-58.0,140.0
2022-01-01,26,T_KLGLW-1,32405,-77.55,0.0
2022-01-01,26,T_DINO-2,120714,-58.0,140.0
2022-01-01,26,E_BRDUW-1,44062,-71.36,999.0
2022-01-01,26,T_MIDMW-1,22672,-20.0,-16.0
2022-01-01,26,T_KPMRW-1,20127,-20.0,-16.0
2022-01-01,26,T_DRSLW-1,34409,-77.55,0.0
2022-01-01,26,T_BLLA-2,34203,-77.55,0.0
2022-01-01,26,T_MOWEO-2,2583,-63.72,0.0
2022-01-01,26,T_EDINW-1,56589,-95.0,15.0
2022-01-01,26,T_AKGLW-3,141,-48.76,99999.0
2022-01-01,26,E_ALCOA-1,16975,140.0,238.0
2022-01-01,26,2__MCNDL001,11256,238.0,238.0
2022-01-01,26,T_WISTW-2,24119,-80.0,9999.0
2022-01-01,26,T_DINO-2,120713,-58.0,140.0
2022-01-01,26,2__JSTAT001,2918,149.3,238.0
2022-01-01,26,T_DUNGW-1,36289,-80.17,-10.0
2022-01-01,26,2__KANGE001,14145,50.0,237.9
2022-01-01,26,2__ESTAT001,13077,147.2,238.0
2022-01-01,26,2__ASTAT003,1511,115.9,237.9
2022-01-01,26,T_EECL-1,133675,32.0,149.0
2022-01-01,26,T_DIDCB6,159067,38.0,175.0
2022-01-01,26,T_DIDCB6,159067,38.0,175.0
2022-01-01,26,T_CDCL-1,126312,26.0,145.0
2022-01-01,26,T_WBURB-1,109757,0.0,175.0
2022-01-01,26,T_MOWEO-2,2582,-63.72,0.0
2022-01-01,26,T_ROCK-1,186864,110.0,175.0
2022-01-01,26,T_EWHLW-1,30616,-77.55,0.0
2022-01-01,26,T_DINO-2,120712,-58.0,140.0
2022-01-01,26,T_CRDEW-2,2546,-50.0,9999.0
2022-01-01,26,T_CRDEW-1,2552,-50.0,9999.0
2022-01-01,26,E_MOYEW-1,30875,-78.0,9999.0
2022-01-01,26,T_WHILW-2,50002,-87.02,0.0
2022-01-01,26,T_HADHW-1,53324,-73.43,-10.0
2022-01-01,26,T_FALGW-1,50086,-74.44,999.0
2022-01-01,26,T_DRAXX-1,162068,86.0,174.5
2022-01-01,26,T_DRAXX-1,162068,86.0,240.0
2022-01-01,26,T_BLLA-2,34202,-77.55,0.0
2022-01-01,26,E_BABAW-1,41503,-71.5,71.5
2022-01-01,26,T_SANQW-1,24007,-72.0,99999.0
2022-01-01,26,T_GRIFW-2,54296,-70.97,-10.0
2022-01-01,26,T_GRIFW-1,54379,-70.97,-10.0
2022-01-01,26,T_BHLAW-1,33987,-71.42,-10.0
2022-01-01,26,E_BRYBW-1,38224,-72.0,72.0
2022-01-01,26,E_ABRTW-1,25750,-62.5,60.0
2022-01-01,26,E_ASHWW-1,25488,-71.0,71.0
2022-01-01,26,T_GORDW-1,51225,-74.01,-10.0
2022-01-01,26,T_FARR-2,52733,-72.0,50.0
2022-01-01,26,T_FARR-1,53154,-72.0,50.0
2022-01-01,26,T_GLWSW-1,29034,-71.0,83.0
2022-01-01,26,T_DINO-2,120711,-58.0,140.0
2022-01-01,26,T_DINO-2,120709,-58.0,140.0
2022-01-01,26,T_DINO-2,120710,-58.0,140.0
2022-01-01,26,T_DRAXX-1,162067,86.0,174.5
2022-01-01,26,T_DRAXX-1,162067,86.0,240.0
2022-01-01,26,T_CLDSW-1,49909,-76.62,-10.0
2022-01-01,26,T_WBURB-1,109755,0.0,175.0
2022-01-01,26,T_ROCK-1,186862,110.0,175.0
2022-01-01,26,T_CLDNW-1,49349,-74.58,-10.0
2022-01-01,26,T_CLDCW-1,48247,-74.69,-10.0
2022-01-01,26,T_FASN-2,61701,-17.13,30.0
2022-01-01,26,T_FASN-1,58397,-17.13,30.0
2022-01-01,26,T_CDCL-1,126310,26.0,145.0
2022-01-01,26,E_FASN-3,58427,0.0,50.0
2022-01-01,26,2__PMARB001,21879,-58.95,449.95
2022-01-01,26,T_FINL-1,58152,1.0,185.0
2022-01-01,26,E_CLAC-1,66804,1.0,185.0
2022-01-01,26,T_WBURB-1,109754,0.0,175.0
2022-01-01,26,T_ROCK-1,186861,110.0,175.0
2022-01-01,26,T_CDCL-1,126309,26.0,145.0
2022-01-01,26,T_LCLTW-1,34917,-74.0,9999.0
2022-01-01,26,T_KEAD-1,129502,150.0,165.0
2022-01-01,26,T_KEAD-1,129503,150.0,165.0
2022-01-01,26,T_WBURB-1,109753,0.0,175.0
2022-01-01,26,T_CDCL-1,126308,26.0,145.0
2022-01-01,26,E_ASLVW-1,27764,-62.5,60.0
2022-01-01,26,T_ROCK-1,186860,110.0,175.0
2022-01-01,26,T_KLGLW-1,32404,-77.55,0.0
2022-01-01,26,E_BRDUW-1,44061,-71.36,999.0
2022-01-01,26,T_STLGW-1,23237,-81.52,-10.0
2022-01-01,26,T_STLGW-3,23317,-81.52,-10.0
2022-01-01,26,T_STLGW-2,23560,-81.52,-10.0
2022-01-01,26,T_MIDMW-1,22671,-20.0,-16.0
2022-01-01,26,T_KPMRW-1,20126,-20.0,-16.0
2022-01-01,26,T_DRSLW-1,34408,-77.55,0.0
2022-01-01,26,T_KILLPG-2,65606,129.0,350.0
2022-01-01,26,T_EDINW-1,56588,-95.0,15.0
2022-01-01,26,T_AKGLW-3,140,-48.76,99999.0
2022-01-01,26,T_WISTW-2,24118,-80.0,9999.0
2022-01-01,26,T_PEMB-51,82075,35.0,165.0
2022-01-01,26,T_EECL-1,133673,32.0,149.0
2022-01-01,26,T_DIDCB6,159065,38.0,175.0
2022-01-01,26,T_DIDCB6,159065,38.0,175.0
2022-01-01,26,T_EECL-1,133672,32.0,149.0
2022-01-01,26,T_DUNGW-1,36288,-80.17,-10.0
2022-01-01,26,T_DIDCB6,159064,38.0,175.0
2022-01-01,26,T_AKGLW-2,26142,-71.0,99999.0
2022-01-01,26,2__EFLEX002,13038,171.9,240.0
2022-01-01,26,2__AFLEX005,3066,203.83,250.0
2022-01-01,26,T_KILLPG-2,65605,129.0,350.0
2022-01-01,26,T_CGTHW-1,32411,-70.0,9999.0
2022-01-01,26,E_BSPHM-1,11990,160.0,247.0
2022-01-01,26,2__GANGE001,19601,50.0,237.9
2022-01-01,26,2__AFLEX004,4026,203.78,250.0
2022-01-01,26,2__AFLEX003,4008,202.99,240.0
2022-01-01,26,E_SUDME-1,16724,140.0,238.0
2022-01-01,26,E_SOLUTIA,12445,140.0,239.85
2022-01-01,26,E_SEVINGTN,36988,120.0,239.85
2022-01-01,26,E_RDSCR-1,13402,140.0,247.0
2022-01-01,26,E_RAKE-1,14880,135.0,238.0
2022-01-01,26,E_BRIDGWTR,15462,140.0,239.85
2022-01-01,26,T_EWHLW-1,30615,-77.55,0.0
2022-01-01,26,T_CRDEW-2,2545,-50.0,9999.0
2022-01-01,26,T_CRDEW-1,2551,-50.0,9999.0
2022-01-01,26,E_MOYEW-1,30874,-78.0,9999.0
2022-01-01,26,E_MORFL-1,14597,130.0,238.0
2022-01-01,26,E_MDLWH-1,12510,160.0,247.0
2022-01-01,26,E_GOSHS-1,14701,130.0,238.0
2022-01-01,26,E_CHTRY-1,13200,160.0,247.0
2022-01-01,26,T_WHILW-2,50001,-87.02,0.0
2022-01-01,26,T_HADHW-1,53323,-73.43,-10.0
2022-01-01,26,T_FALGW-1,50085,-74.44,999.0
2022-01-01,26,T_DRAXX-1,162066,86.0,174.5
2022-01-01,26,T_DRAXX-1,162066,86.0,240.0
2022-01-01,26,T_BLLA-2,34201,-77.55,0.0
2022-01-01,26,E_DBFRM-1,14811,135.0,238.0
2022-01-01,26,E_BABAW-1,41502,-71.5,71.5
2022-01-01,26,T_SANQW-1,24006,-72.0,99999.0
2022-01-01,26,T_GRIFW-2,54295,-70.97,-10.0
2022-01-01,26,T_GRIFW-1,54378,-70.97,-10.0
2022-01-01,26,T_BHLAW-1,33986,-71.42,-10.0
2022-01-01,26,E_BRYBW-1,38223,-72.0,72.0
2022-01-01,26,E_ABRTW-1,25749,-62.5,60.0
2022-01-01,26,T_WBURB-1,109751,0.0,175.0
2022-01-01,26,T_CDCL-1,126306,26.0,145.0
2022-01-01,26,E_ASHWW-1,25487,-71.0,71.0
2022-01-01,26,E_ALCOA-1,16974,140.0,238.0
2022-01-01,26,2__MCNDL001,11255,238.0,238.0
2022-01-01,26,T_PEMB-51,82073,35.0,165.0
2022-01-01,26,T_GORDW-1,51224,-74.01,-10.0
2022-01-01,26,T_DIDCB6,159063,38.0,175.0
2022-01-01,26,T_DIDCB6,159063,38.0,175.0
2022-01-01,26,T_GLWSW-1,29033,-71.0,83.0
2022-01-01,26,2__MSTAT002,5213,149.6,238.0
2022-01-01,26,2__JSTAT001,2917,149.3,238.0
2022-01-01,26,2__GSTAT003,3520,146.0,238.0
2022-01-01,26,2__GSTAT002,10510,146.0,238.0
2022-01-01,26,2__GSTAT001,10289,146.0,238.0
2022-01-01,26,2__ESTAT001,13076,147.2,238.0
2022-01-01,26,2__DSTAT004,16,150.6,238.0
2022-01-01,26,2__DSTAT003,23,145.5,238.0
2022-01-01,26,2__DSTAT002,595,165.8,238.0
2022-01-01,26,2__DSTAT001,14042,150.3,238.0
2022-01-01,26,T_MOWEO-2,2581,-63.72,0.0
2022-01-01,26,2__LSTAT001,16609,159.0,237.9
2022-01-01,26,2__KANGE001,14144,50.0,237.9
2022-01-01,26,T_SHBA-1,193193,50.0,139.0
2022-01-01,26,2__HANGE005,4591,50.0,237.9
2022-01-01,26,2__GANGE004,11184,50.0,237.9
2022-01-01,26,2__GANGE002,16548,50.0,237.9
2022-01-01,26,T_GORDW-2,2677,-8.52,-5.0
2022-01-01,26,T_CLDSW-1,49908,-76.62,-10.0
2022-01-01,26,2__ASTAT003,1510,115.9,237.9
2022-01-01,26,T_KEAD-1,129501,150.0,165.0
2022-01-01,26,T_CLDNW-1,49348,-74.58,-10.0
2022-01-01,26,T_CLDCW-1,48246,-74.69,-10.0
2022-01-01,26,T_KEAD-1,129500,150.0,165.0
2022-01-01,26,T_DRAXX-1,162065,86.0,174.5
2022-01-01,26,T_FARR-2,52732,-72.0,50.0
2022-01-01,26,T_FARR-1,53153,-72.0,50.0
2022-01-01,26,E_DALSW-1,43380,-82.93,83.0
2022-01-01,26,T_LCLTW-1,34916,-74.0,9999.0
2022-01-01,26,T_STLGW-3,23316,-81.52,-10.0
2022-01-01,26,T_STLGW-2,23559,-81.52,-10.0
2022-01-01,26,T_STLGW-1,23236,-81.52,-10.0
2022-01-01,26,T_KLGLW-1,32403,-77.55,0.0
2022-01-01,26,T_FINL-1,58151,1.0,185.0
2022-01-01,26,T_FASN-2,61700,-17.13,30.0
2022-01-01,26,T_FASN-1,58396,-17.13,30.0
2022-01-01,26,E_FASN-3,58426,0.0,50.0
2022-01-01,26,2__PMARB001,21878,-58.95,449.95
2022-01-01,26,T_DRAXX-1,162064,86.0,174.5
2022-01-01,26,T_AKGLW-3,139,-48.76,99999.0
2022-01-01,26,T_DUNGW-1,36287,-80.17,-10.0
2022-01-01,26,T_WBURB-1,109748,0.0,175.0
2022-01-01,26,T_ROCK-1,186857,110.0,175.0
2022-01-01,26,T_PEMB-51,82071,35.0,165.0
2022-01-01,26,T_DIDCB6,159058,38.0,175.0
2022-01-01,26,T_CDCL-1,126303,26.0,145.0
2022-01-01,26,T_STRNW-1,43263,-66.74,-10.0
2022-01-01,26,T_PEMB-51,82070,35.0,165.0
2022-01-01,26,T_LAGA-1,130184,0.0,125.0
2022-01-01,26,T_EECL-1,133670,32.0,149.0
2022-01-01,26,E_ASLVW-1,27763,-62.5,60.0
2022-01-01,27,T_DINO-2,120726,-58.0,140.0
2022-01-01,27,T_FFES-1,96546,-60.0,147.0
2022-01-01,27,T_DINO-2,120725,-58.0,140.0
2022-01-01,27,E_FDUN-1,2889,125.0,150.0
2022-01-01,27,T_FFES-1,96545,-60.0,147.0
2022-01-01,27,T_DIDCB6,159070,38.0,175.0
2022-01-01,27,T_DIDCB6,159070,38.0,175.0
2022-01-01,27,T_BLLA-2,34204,-77.55,0.0
2022-01-01,27,T_ROCK-1,186868,110.0,175.0
2022-01-01,27,T_DRAXX-1,162071,86.0,174.5
2022-01-01,27,T_DRAXX-1,162071,86.0,240.0
2022-01-01,27,T_DINO-4,115094,-55.0,160.0
2022-01-01,27,T_DINO-2,120724,-58.0,140.0
2022-01-01,27,T_FFES-1,96544,-60.0,147.0
2022-01-01,27,T_DINO-4,115093,-55.0,160.0
2022-01-01,27,T_KLGLW-1,32406,-77.55,0.0
2022-01-01,27,T_FFES-1,96543,-60.0,147.0
2022-01-01,27,T_DINO-2,120723,-58.0,140.0
2022-01-01,27,T_WBURB-1,109760,0.0,175.0
2022-01-01,27,T_ROCK-1,186867,110.0,175.0
2022-01-01,27,T_CDCL-1,126315,26.0,145.0
2022-01-01,27,E_BRDUW-1,44063,-71.36,999.0
2022-01-01,27,T_KEAD-1,129506,150.0,165.0
2022-01-01,27,T_DRAXX-1,162070,86.0,174.5
2022-01-01,27,T_DRAXX-1,162070,86.0,240.0
2022-01-01,27,T_DINO-4,115092,-55.0,160.0
2022-01-01,27,T_DIDCB6,159069,38.0,175.0
2022-01-01,27,T_DIDCB6,159069,38.0,175.0
2022-01-01,27,T_BEATO-1,21943,-121.31,100.0
2022-01-01,27,T_MIDMW-1,22673,-20.0,-16.0
2022-01-01,27,T_KPMRW-1,20128,-20.0,-16.0
2022-01-01,27,T_DRSLW-1,34410,-77.55,0.0
2022-01-01,27,T_BEATO-4,14450,-121.31,100.0
2022-01-01,27,T_BEATO-3,14423,-121.31,100.0
2022-01-01,27,T_BEATO-2,14227,-121.31,100.0
2022-01-01,27,T_FFES-1,96542,-60.0,147.0
2022-01-01,27,T_EDINW-1,56590,-95.0,15.0
2022-01-01,27,T_DINO-2,120721,-58.0,140.0
2022-01-01,27,T_DINO-2,120722,-58.0,140.0
2022-01-01,27,T_HRSTW-1,42691,-81.6,0.0
2022-01-01,27,T_CRUA-1,181536,-60.0,150.0
2022-01-01,27,T_AKGLW-3,142,-48.76,99999.0
2022-01-01,27,T_WISTW-2,24120,-80.0,9999.0
2022-01-01,27,T_STLGW-3,23318,-81.52,-10.0
2022-01-01,27,T_STLGW-2,23561,-81.52,-10.0
2022-01-01,27,T_STLGW-1,23238,-81.52,-10.0
2022-01-01,27,T_FARR-2,52734,-72.0,50.0
2022-01-01,27,T_FARR-1,53155,-72.0,50.0
2022-01-01,27,T_DINO-2,120720,-58.0,140.0
2022-01-01,27,T_DUNGW-1,36290,-80.17,-10.0
2022-01-01,27,T_DOREW-2,15774,-20.35,500.0
2022-01-01,27,T_DOREW-1,16656,-20.35,500.0
2022-01-01,27,T_ROCK-1,186866,110.0,175.0
2022-01-01,27,E_RDSCR-1,13403,140.0,247.0
2022-01-01,27,T_EECL-1,133677,32.0,149.0
2022-01-01,27,T_DINO-2,120719,-58.0,140.0
2022-01-01,27,T_KEAD-1,129505,150.0,165.0
2022-01-01,27,T_EWHLW-1,30617,-77.55,0.0
2022-01-01,27,T_DIDCB6,159068,38.0,175.0
2022-01-01,27,T_CRDEW-2,2547,-50.0,9999.0
2022-01-01,27,T_CRDEW-1,2553,-50.0,9999.0
2022-01-01,27,E_MOYEW-1,30876,-78.0,9999.0
2022-01-01,27,T_WHILW-2,50003,-87.02,0.0
2022-01-01,27,T_ROCK-1,186865,110.0,175.0
2022-01-01,27,T_HADHW-1,53325,-73.43,-10.0
2022-01-01,27,T_FALGW-1,50087,-74.44,999.0
2022-01-01,27,T_DRAXX-1,162069,86.0,174.5
2022-01-01,27,T_DRAXX-1,162069,86.0,240.0
2022-01-01,27,E_BABAW-1,41504,-71.5,71.5
2022-01-01,27,T_SANQW-1,24008,-72.0,99999.0
2022-01-01,27,T_GRIFW-2,54297,-70.97,-10.0
2022-01-01,27,T_GRIFW-1,54380,-70.97,-10.0
2022-01-01,27,T_DINO-2,120718,-58.0,140.0
2022-01-01,27,T_BHLAW-1,33988,-71.42,-10.0
2022-01-01,27,E_BRYBW-1,38225,-72.0,72.0
2022-01-01,27,E_ASLVW-1,27765,-62.5,60.0
2022-01-01,27,E_ABRTW-1,25751,-62.5,60.0
2022-01-01,27,T_WBURB-1,109758,0.0,175.0
2022-01-01,27,T_DINO-2,120717,-58.0,140.0
2022-01-01,27,E_ASHWW-1,25489,-71.0,71.0
2022-01-01,27,T_GORDW-1,51226,-74.01,-10.0
2022-01-01,27,T_CDCL-1,126313,26.0,145.0
2022-01-01,27,T_GLWSW-1,29035,-71.0,83.0
2022-01-01,27,T_DINO-2,120716,-58.0,140.0
2022-01-01,27,T_KEAD-1,129504,150.0,165.0
2022-01-01,27,T_CLDSW-1,49910,-76.62,-10.0
2022-01-01,27,T_AKGLW-2,26143,-71.0,99999.0
2022-01-01,27,T_CLDNW-1,49350,-74.58,-10.0
2022-01-01,27,T_CLDCW-1,48248,-74.69,-10.0
2022-01-01,27,T_CGTHW-1,32412,-70.0,9999.0
2022-01-01,27,T_LCLTW-1,34918,-74.0,9999.0
2022-01-01,27,T_KLGLW-1,32405,-77.55,0.0
2022-01-01,27,E_BRDUW-1,44062,-71.36,999.0
2022-01-01,27,T_MIDMW-1,22672,-20.0,-16.0
2022-01-01,27,T_KPMRW-1,20127,-20.0,-16.0
2022-01-01,27,T_DRSLW-1,34409,-77.55,0.0
2022-01-01,27,T_BLLA-2,34203,-77.55,0.0
2022-01-01,27,T_MOWEO-2,2583,-63.72,0.0
2022-01-01,27,T_EDINW-1,56589,-95.0,15.0
2022-01-01,27,T_AKGLW-3,141,-48.76,99999.0
2022-01-01,27,E_ALCOA-1,16975,140.0,238.0
2022-01-01,27,2__MCNDL001,11256,238.0,238.0
2022-01-01,27,T_WISTW-2,24119,-80.0,9999.0
2022-01-01,27,2__JSTAT001,2918,149.3,238.0
2022-01-01,27,T_GORDW-2,2678,-8.52,-5.0
2022-01-01,27,T_FINL-1,58153,1.0,185.0
2022-01-01,27,T_FASN-2,61702,-17.13,30.0
2022-01-01,27,T_FASN-1,58398,-17.13,30.0
2022-01-01,27,T_DUNGW-1,36289,-80.17,-10.0
2022-01-01,27,E_FASN-3,58428,0.0,50.0
2022-01-01,27,2__PMARB001,21880,-58.95,449.95
2022-01-01,27,T_KILLPG-2,65607,129.0,350.0
2022-01-01,27,2__KANGE001,14145,50.0,237.9
2022-01-01,27,2__ESTAT001,13077,147.2,238.0
2022-01-01,27,2__ASTAT003,1511,115.9,237.9
2022-01-01,27,T_EECL-1,133675,32.0,149.0
2022-01-01,27,T_DIDCB6,159067,38.0,175.0
2022-01-01,27,T_DIDCB6,159067,38.0,175.0
2022-01-01,27,T_CDCL-1,126312,26.0,145.0
2022-01-01,27,T_WBURB-1,109757,0.0,175.0
2022-01-01,27,T_PEMB-51,82077,35.0,165.0
